Sample ID,Source,Country,Lat,Long,Date,Note,Basin,Type,Class,Geothermal Field,Unit (milligram),Depth (m),Temperature,Density,pH,Alkalinity,(H)CO3,F_mg,Cl_mg,Br_mg,I_mg,SO4_mg,NO3_mg,PO4_mg,B_mg,Si_mg,As_mg,NH4_mg,Na_mg,K_mg,Li_mg,Ca_mg,Mg_mg,Al_mg,Fe_mg,Mn_mg,Zn_mg,Sr_mg,Ba_mg,Rb_mg,Cs_mg,TDS,d18O,d2H,d11B,d13C,87Sr/86Sr,d7Li,d18O (SO4),d34S (SO4),,Unit (mol),Alkalinity,Cl,Br,SO4,B,Si,Na,K,Li,Ca,Mg,NH4,% error,Na/Cl,Mg/Li
SE141,"Scandiffio & Cassis, 1990, Ericksen et al., 1978",Bolivia,-20.353769,-68.572574,,"location approximate from digitized map, no density reported however Scandiffio and Cassis report in mg/L and Erickson reports in mg/kg so a density estimate was made using the Cl concetrations from both reports of the same sample",Salar de Empexa,Brine,Terminal,,mg/L,,20,1.2,7,,,,190000,,,11000,,,0,,,,85000,8500,440,440,11000,,,,,,,,,320380,,,,,,,,,,mmol/L,,5359.661495,,114.5117635,,,3697.420505,217.4007566,63.39144216,10.97859175,452.5817733,0,-6.5,0.69,25
Empexa,"Ericksen and Salas, 1987",Bolivia,,,,alk estimated from HCO3 concentration,Salar de Empexa,Brine,Terminal,,mg/L,,,,,,430,,120000,,,34100,,,218,,,,67200,3400,213,259,8480,,,,,,,,,,,,,,,,,,,mmol/L,7,3385.05,0,354.99,20.17,0,2923.14,86.98,30.69,6.46,348.9,,-4.5,0.86,39.8
SP 11-01,"Meixner et al, 2022",Argentina,-24.71725,-66.825194,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,470,,,,105400,7270,960,2030,3180,,,,,,,,,,,,-19.3,,0.712475,17.2,,,,mmol/L,,0,0,0,43.47,0,4584.8,185.98,138.31,50.65,130.84,,100,#DIV/0!,3.3
SP 11-05,"Meixner et al, 2022",Argentina,-24.716889,-66.840278,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,400,,,,105000,7870,1200,2650,2620,,,,,,,,,,,,-16.5,,0.71191,17.5,,,,mmol/L,,0,0,0,37,0,4567.4,201.33,172.89,66.12,107.8,,100,#DIV/0!,2.2
SP 11-08,"Meixner et al, 2022",Argentina,-24.707806,-66.854833,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,210,,,,105500,2080,220,1660,1050,,,,,,,,,,,,-10.4,,0.712471,16.8,,,,mmol/L,,0,0,0,19.42,0,4589.15,53.21,31.7,41.42,43.2,,100,#DIV/0!,4.8
SP 11-10,"Meixner et al, 2022",Argentina,-24.703278,-66.864722,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,490,,,,104400,3160,500,1150,2320,,,,,,,,,,,,-8.5,,0.710801,18.5,,,,mmol/L,,0,0,0,45.32,0,4541.3,80.84,72.04,28.69,95.45,,100,#DIV/0!,4.6
SP 11-12,"Meixner et al, 2022",Argentina,-24.703389,-66.849833,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,480,,,,117200,3370,390,1380,740,,,,,,,,,,,,-16.7,,0.712488,19.3,,,,mmol/L,,0,0,0,44.4,0,5098.09,86.21,56.19,34.43,30.45,,100,#DIV/0!,1.9
SP 11-14,"Meixner et al, 2022",Argentina,-24.717194,-66.78575,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,340,,,,91500,2060,230,1310,1580,,,,,,,,,,,,-3.4,,0.715212,16,,,,mmol/L,,0,0,0,31.45,0,3980.16,52.7,33.14,32.69,65.01,,100,#DIV/0!,6.9
SP 11-15,"Meixner et al, 2022",Argentina,-24.766361,-66.84075,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,15,,,,4380,180,19,1590,260,,,,,,,,,,,,-2.2,,0.711478,15.4,,,,mmol/L,,0,0,0,1.39,0,190.53,4.6,2.74,39.67,10.7,,100,#DIV/0!,13.7
SP 11-16,"Meixner et al, 2022",Argentina,-24.753056,-66.84525,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,420,,,,111200,3920,620,2430,2860,,,,,,,,,,,,-8.2,,0.712171,16.7,,,,mmol/L,,0,0,0,38.85,0,4837.1,100.28,89.32,60.63,117.67,,100,#DIV/0!,4.6
SP 11-18,"Meixner et al, 2022",Argentina,-24.744083,-66.869778,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,120,,,,45400,1350,180,3200,980,,,,,,,,,,,,-1.8,,0.711207,15.9,,,,mmol/L,,0,0,0,11.1,0,1974.86,34.54,25.93,79.84,40.32,,100,#DIV/0!,5.4
SP 11-21,"Meixner et al, 2022",Argentina,-24.680417,-66.779333,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,260,,,,21000,340,33,1020,460,,,,,,,,,,,,-11.3,,0.714932,16,,,,mmol/L,,0,0,0,24.05,0,913.48,8.7,4.75,25.45,18.93,,100,#DIV/0!,13.9
SP 11-23,"Meixner et al, 2022",Argentina,-24.671028,-66.775944,,,Salar de Pozuelos,Thermal Spring,Inflow,,mg/L,,,,,,,,,,,,,,28,,,,3200,120,9,260,420,,,,,,,,,,,,-9.1,,0.719703,11.4,,,,mmol/L,,0,0,0,2.59,0,139.2,3.07,1.3,6.49,17.28,,100,#DIV/0!,46.7
SP 11-27,"Meixner et al, 2022",Argentina,-24.669306,-66.820333,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,120,,,,14100,700,140,2260,710,,0.2,,,,,,,,,,-6.4,,0.711359,16.6,,,,mmol/L,,0,0,0,11.1,0,613.34,17.91,20.17,56.39,29.21,,100,#DIV/0!,5.1
SP 11-30,"Meixner et al, 2022",Argentina,-24.689833,-66.839944,,,Salar de Pozuelos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,340,,,,116100,3220,360,1370,2250,,,,,,,,,,,,-11.8,,0.712932,16.9,,,,mmol/L,,0,0,0,31.45,0,5050.24,82.37,51.87,34.18,92.57,,100,#DIV/0!,6.3
CA1-W1,"Meixner et al, 2022",Chile,-25.946,-68.70675,,,Salar Grande,Brine,Terminal,,mg/L,,,,5.8,,,,,,,,,,1390,,,,83700,6530,600,27700,6370,0.3,,,,682,,,,,,,16.2,,0.708649,6.8,,,,mmol/L,,0,0,0,128.57,0,3640.87,167.05,86.44,691.15,262.09,,100,#DIV/0!,10.6
CA1-W2,"Meixner et al, 2022",Chile,-25.946,-68.70675,,,Salar Grande,Spring,Inflow,,mg/L,,,,7.4,,,,,,,,,,50,,,,5130,246,21,914,230,0.2,,,,21,,,,,,,15.6,,0.708502,6.3,,,,mmol/L,,0,0,0,4.62,0,223.15,6.29,3.03,22.81,9.46,,100,#DIV/0!,11
CA2-W4,"Meixner et al, 2022",Chile,-25.811667,-68.4775,,,Salar de las Parinas,Brine,Terminal,,mg/L,,,,7.4,,,,,,,,,,505,,,,106000,387,453,853,258,0.1,,,,8,,,,,,,0,,0.707999,6.2,,,,mmol/L,,0,0,0,46.71,0,4610.9,9.9,65.26,21.28,10.62,,100,#DIV/0!,0.6
CA3-W6,"Meixner et al, 2022",Chile,-25.670833,-68.575,,,Salar de la Isla,Spring,Inflow,,mg/L,,,,7.6,,,,,,,,,,25.4,,,,6490,387,70,371,252,0.01,,,,2,,,,,,,-2.7,,0.709181,10.9,,,,mmol/L,,0,0,0,2.35,0,282.31,9.9,10.09,9.26,10.37,,100,#DIV/0!,3.6
CA3-W8,"Meixner et al, 2022",Chile,-25.670833,-68.575,,,Salar de la Isla,Brine,Terminal,,mg/L,,,,6.9,,,,,,,,,,17.3,,,,5910,460,66,141,274,0.02,,,,1,,,,,,,-6.5,,0.707435,11.2,,,,mmol/L,,0,0,0,1.6,0,257.08,11.77,9.51,3.52,11.27,,100,#DIV/0!,4.2
CA6-W13,"Meixner et al, 2022",Chile,-26.362444,-69.189611,,,Salar de Pedernales,Brine,Terminal,,mg/L,,,,7.5,,,,,,,,,,22.6,,,,3610,175,50,560,287,0.1,,,,12,,,,,,,16.7,,0.708715,10.7,,,,mmol/L,,0,0,0,2.09,0,157.03,4.48,7.2,13.97,11.81,,100,#DIV/0!,5.7
CA7-W14,"Meixner et al, 2022",Chile,-26.511389,-68.819444,,,Salar de Pedernales,Thermal Spring,Inflow,,mg/L,,,,7.5,,,,,,,,,,24.4,,,,950,76,34,340,42,0.1,,,,5,,,,,,,3.6,,0.707419,7.3,,,,mmol/L,,0,0,0,2.26,0,41.32,1.94,4.9,8.48,1.73,,100,#DIV/0!,1.2
CA7-W16,"Meixner et al, 2022",Chile,-26.511389,-68.819444,,,Salar de Pedernales,Thermal Spring,Inflow,,mg/L,,,,7.5,,,,,,,,,,22.2,,,,980,63,28,300,43,0.03,,,,5,,,,,,,4.6,,0.707354,7.3,,,,mmol/L,,0,0,0,2.05,0,42.63,1.61,4.03,7.49,1.77,,100,#DIV/0!,1.5
CA8-W18,"Meixner et al, 2022",Chile,-20.277333,-68.883333,,,Salar de Huasco,Brine,Terminal,,mg/L,,,,7.9,,,,,,,,,,2.1,,,,124,9,26,20.7,7.7,0.01,,,,,,,,,,,6.8,,0.706435,7,,,,mmol/L,,0,0,0,0.19,0,5.39,0.23,3.75,0.52,0.32,,100,#DIV/0!,0.3
CA9-W19,"Meixner et al, 2022",Chile,-18.341,-69.174667,,,Salar de Coipasa,Thermal Spring,Inflow,,mg/L,,,,7.9,,,,,,,,,,34.2,,,,1110,27,1.2,32,31,0.03,,,,2,,,,,,,5.2,,0.707445,6,,,,mmol/L,,0,0,0,3.16,0,48.28,0.69,0.17,0.8,1.28,,100,#DIV/0!,25.8
CA10-W20,"Meixner et al, 2022",Chile,-23.33025,-68.167333,,,Salar de Atacama,Brine,Terminal,,mg/L,,,,,,,,,,,,,,221,,,,21080,3455,279,804.4,2209,,,,,15,,,,,,,-8.3,,0.709773,9.7,,,,mmol/L,,0,0,0,20.44,0,916.96,88.39,40.2,20.07,90.89,,100,#DIV/0!,7.9
CA10-W21,"Meixner et al, 2022",Chile,-23.33025,-68.167333,,Laguna Chaxa,Salar de Atacama,Brine,Terminal,,mg/L,,,,,,,,,,,,,,290,,,,34060,4639,371,1228,2909,,,,,28,,,,,,,-8,,0.709782,9.7,,,,mmol/L,,0,0,0,26.82,0,1481.58,118.67,53.45,30.64,119.69,,100,#DIV/0!,7.8
SD05,Sarchi et al. 2023,Argentina,-25.249667,-66.729611,,,Salar de Diablillos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,0.72668,6.9,,,,mmol/L,,0,0,0,0,0,0,0,92.49,0,0,,100,#DIV/0!,0
SD06,Sarchi et al. 2023,Argentina,-25.243778,-66.724194,,,Salar de Diablillos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,,,,,,,1345,,,,,,,,,,,,,,,,0.723833,7.2,,,,mmol/L,,0,0,0,0,0,0,0,193.78,0,0,,100,#DIV/0!,0
SD07,Sarchi et al. 2023,Argentina,-25.243778,-66.724194,,,Salar de Diablillos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,,,,,,,837,,,,,,,,,,,,,,,,0.722278,7.1,,,,mmol/L,,0,0,0,0,0,0,0,120.59,0,0,,100,#DIV/0!,0
SD08,Sarchi et al. 2023,Argentina,-25.243778,-66.724194,,,Salar de Diablillos,Brine,Terminal,,mg/L,,,,,,,,,,,,,,,,,,,,1327,,,,,,,,,,,,,,,,0.723838,7.1,,,,mmol/L,,0,0,0,0,0,0,0,191.18,0,0,,100,#DIV/0!,0
SCN02A,Sarchi et al. 2023,Argentina,-24.851528,-66.828583,,,Salar de Centenario,Brine,Terminal,,mg/L,,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,,,,,,,0.715044,9.2,,,,mmol/L,,0,0,0,0,0,0,0,122.75,0,0,,100,#DIV/0!,0
SRT03,Sarchi et al. 2023,Argentina,-25.285972,-66.812972,,,Salar de Ratones,Brine,Terminal,,mg/L,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,0.713335,9.1,,,,mmol/L,,0,0,0,0,0,0,0,102.29,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,22.5-24,,,,,,,,,,,,,,,,,,,703,,,,,,,,,,,,,,,,0.721408,7.1,,,,mmol/L,,0,0,0,0,0,0,0,101.28,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,46.5-48,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,0.722172,6.6,,,,mmol/L,,0,0,0,0,0,0,0,83.27,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,58.5-60,,,,,,,,,,,,,,,,,,,584,,,,,,,,,,,,,,,,0.722411,6.7,,,,mmol/L,,0,0,0,0,0,0,0,84.14,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,64.5-66,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,,,,,,,0.722211,6.6,,,,mmol/L,,0,0,0,0,0,0,0,85.43,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,72,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,0.722463,6.9,,,,mmol/L,,0,0,0,0,0,0,0,90.19,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,78,,,,,,,,,,,,,,,,,,,629,,,,,,,,,,,,,,,,0.722457,7,,,,mmol/L,,0,0,0,0,0,0,0,90.62,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,106-108,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,0.72378,7,,,,mmol/L,,0,0,0,0,0,0,0,95.09,0,0,,100,#DIV/0!,0
DRC-01,Sarchi et al. 2023,Argentina,-25.242419,-66.755438,,,Salar de Diablillos,Brine,Terminal,,mg/L,112.5-114,,,,,,,,,,,,,,,,,,,647,,,,,,,,,,,,,,,,0.723542,7.1,,,,mmol/L,,0,0,0,0,0,0,0,93.21,0,0,,100,#DIV/0!,0
DDD-02,Sarchi et al. 2023,Argentina,-25.237837,-66.732693,,,Salar de Diablillos,Brine,Terminal,,mg/L,132-138,,,,,,,,,,,,,,,,,,,479,,,,,,,,,,,,,,,,0.723152,8.4,,,,mmol/L,,0,0,0,0,0,0,0,69.01,0,0,,100,#DIV/0!,0
DDD-02,Sarchi et al. 2023,Argentina,-25.237837,-66.732693,,,Salar de Diablillos,Brine,Terminal,,mg/L,150-156,,,,,,,,,,,,,,,,,,,477,,,,,,,,,,,,,,,,0.722788,8.7,,,,mmol/L,,0,0,0,0,0,0,0,68.72,0,0,,100,#DIV/0!,0
QB1,Sarchi et al. 2023,Argentina,-25.292361,-66.790194,,,Salar de Diablillos,Stream,Inflow,,mg/L,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,0.715212,5.4,,,,mmol/L,,0,0,0,0,0,0,0,1.58,0,0,,100,#DIV/0!,0
COPA,Sarchi et al. 2023,Argentina,-24.892472,-66.820194,,,Salar de Centenario,Stream,Inflow,,mg/L,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,0.713742,5.1,,,,mmol/L,,0,0,0,0,0,0,0,0.72,0,0,,100,#DIV/0!,0
TAR,Sarchi et al. 2023,Argentina,-24.98625,-66.828583,,,Salar de Centenario,Stream,Inflow,,mg/L,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,0.735541,6.3,,,,mmol/L,,0,0,0,0,0,0,0,1.87,0,0,,100,#DIV/0!,0
L1L1W1,"Álvarez-Amado et al, 2022",Chile,-22.34,-68.013,,,,Thermal Spring,Inflow,El Tatio,mg/L,,74.3,,7.17,0.2,,,5953,6.39,,53.5,,,140.2,,,,3811,223,33.4,345,0.3,,,,,,,,,11187,,,-5.5,,0.708798,0.1,,,,mmol/L,0.2,167.93,0.08,0.56,12.97,0,165.77,5.7,4.81,8.61,0.01,,6.7,0.99,0
L1L2W1,"Álvarez-Amado et al, 2022",Chile,-22.34,-68.012,,,,Thermal Spring,Inflow,El Tatio,mg/L,,62.4,,7.16,0.4,,,5994,6.35,,52,,,148.2,,,,3435,177,35.1,300,1.3,,,,,,,,,10752,,,-5.6,,0.708807,0.4,,,,mmol/L,0.4,169.08,0.08,0.54,13.71,0,149.42,4.53,5.06,7.49,0.05,,1,0.88,0
L1L3W1,"Álvarez-Amado et al, 2022",Chile,-22.34,-68.012,,,,Thermal Spring,Inflow,El Tatio,mg/L,,61,,6.81,0.2,,,6152.1,6.74,,49.8,,,151.6,,,,3298,172,36.1,285,0.1,,,,,,,,,11693,,,-5.5,,0.708822,-0.3,,,,mmol/L,0.2,173.54,0.08,0.52,14.02,0,143.46,4.4,5.2,7.11,0,,-2.2,0.83,0
L1L4W1,"Álvarez-Amado et al, 2022",Chile,-22.33,-68.011,,,,Thermal Spring,Inflow,El Tatio,mg/L,,41.8,,7.37,0,,,8835.3,8.26,,35.4,,,168.1,,,,4267,574,47.2,282,0.3,,,,,,,,,15296,,,-5.5,,0.708977,0.4,,,,mmol/L,0,249.23,0.1,0.37,15.55,0,185.61,14.68,6.8,7.04,0.01,,-6.1,0.74,0
L1L6W1,"Álvarez-Amado et al, 2022",Chile,-22.32,-68.012,,,,Thermal Spring,Inflow,El Tatio,mg/L,,63.2,,7.27,0.2,,,8065,8.42,,35.3,,,165.2,,,,4395,615,47.5,292,0.2,,,,,,,,,14464,,,-5.5,,0.708969,0.5,,,,mmol/L,0.2,227.5,0.11,0.37,15.28,0,191.18,15.73,6.84,7.29,0.01,,0,0.84,0
L1L7W1,"Álvarez-Amado et al, 2022",Chile,-22.34,-68.015,,,,Thermal Spring,Inflow,El Tatio,mg/L,,44,,6.82,0.3,,,4952.9,5.19,,33.8,,,126.6,,,,2989,320,34.1,196,2.3,,,,,,,,,9536,,,-5.7,,0.709002,0,,,,mmol/L,0.3,139.72,0.06,0.35,11.71,0,130.02,8.19,4.91,4.89,0.09,,4.2,0.93,0.1
L1C3W1,"Álvarez-Amado et al, 2022",Chile,-23.12,-68.282,,,Salar de Atacama,Underground,Inflow,,mg/L,,24.7,,7.69,2.2,,,3253,0.47,,2078,,,3.9,,,,2584,204,2.7,620,164,,,,,,,,,8282,,,-9.4,,0.707677,0.4,,,,mmol/L,2.2,91.76,0.01,21.63,0.36,0,112.4,5.22,0.39,15.47,6.75,,8.4,1.22,60.7
L1C4W1,"Álvarez-Amado et al, 2022",Chile,-23.15,-68.203,,,Salar de Atacama,Underground,Inflow,,mg/L,,20.7,,7.67,3.1,,,3850,1.9,,919,,,28,,,,2262,244,11.7,222,197,,,,,,,,,7334,,,-6.4,,,6.5,,,,mmol/L,3.1,108.6,0.02,9.57,2.59,0,98.39,6.24,1.69,5.54,8.11,,1,0.91,16.8
L1K6W1,"Álvarez-Amado et al, 2022",Chile,-23.14,-68.235,,,Salar de Atacama,Lake,Inflow,,mg/L,,,,8.44,4.5,,,6584,2.78,,2632,,,40.9,,,,5076,256,14.8,387,286,,,,,,,,,13229,,,-5.2,,0.708154,3.8,,,,mmol/L,4.5,185.73,0.03,27.4,3.78,0,220.8,6.55,2.13,9.66,11.77,,5.3,1.19,19.3
L1E3W2,"Álvarez-Amado et al, 2022",Chile,-23.51,-67.603,,,Salar de Aguas Calientes 2,Lake,Terminal,,mg/L,,19.5,,7.88,2.6,,,8176,4.89,,668,,,17.5,,,,2918,264,7,2034,329,,,,,,,,,10285,,,3.4,,0.707754,5.2,,,,mmol/L,2.6,230.63,0.06,6.95,1.62,0,126.93,6.75,1.01,50.75,13.54,,3.1,0.55,47
L1F9W1,"Álvarez-Amado et al, 2022",Chile,-23.04,-68.162,,,Salar de Atacama,Underground,Inflow,,mg/L,,18,,7.94,7.4,,,1934,2.26,,1840,,,25.6,,,,1413,102,10.1,721,92.2,,,,,,,,,6003,,,-5.9,,,2.9,,,,mmol/L,7.4,54.56,0.03,19.15,2.37,0,61.46,2.61,1.46,17.99,3.79,,4.2,1.13,9.1
L1J4W1,"Álvarez-Amado et al, 2022",Chile,-23.14,-67.417,,,Salar de Aguas Calientes 1,Lake,Inflow,,mg/L,,20.2,,7.34,0.6,,,11762,3.9,,279.4,,,46,,,,6374,180,30.3,1644,128,,,,,,,,,19392,,,1,,0.709655,5.3,,,,mmol/L,0.6,331.79,0.05,2.91,4.25,0,277.26,4.6,4.37,41.02,5.27,,5.7,0.84,4.2
L1J4W2,"Álvarez-Amado et al, 2022",Chile,-23.15,-67.415,,,Salar de Aguas Calientes 1,Lake,Inflow,,mg/L,,20.5,,7.58,0.9,,,32279,2.62,,1295,,,80.8,,,,16855,608,62.5,4320,328,,,,,,,,,50560,,,-0.4,,0.709664,4.9,,,,mmol/L,0.9,910.55,0.03,13.48,7.47,0,733.18,15.55,9,107.79,13.5,,3.2,0.81,5.2
L1J3W1,"Álvarez-Amado et al, 2022",Chile,-23.2,-67.113,,,Laguna Helada,Lake,Inflow,,mg/L,,21,,8.2,2.5,,,17609,5.16,,979.5,,,62.9,,,,10590,497,39.4,1751,271,,,,,,,,,26304,,,-2.9,,0.709731,5.4,,,,mmol/L,2.5,496.73,0.06,10.2,5.82,0,460.66,12.71,5.68,43.69,11.15,,6.2,0.93,6.9
L1C2W1,"Álvarez-Amado et al, 2022",Chile,-23.14,-68.269,,,Salar de Atacama,Lake,Inflow,,mg/L,,,,7.18,10.7,,,171069,0.03,,29412,,,176.8,,,,109075,10480,312.3,213,8729,,,,,,,,,329467,,,-9,,,7.7,,,,mmol/L,10.7,4825.64,0,306.18,16.35,0,4744.66,268.1,44.99,5.31,359.14,,3,0.98,28
L1G1W1,"Álvarez-Amado et al, 2022",Chile,-23.94,-67.599,,,Laguna Tuyajito,Brine,Terminal,,mg/L,,12.2,,7.68,12.6,,,155039,0.03,,12985,,,87.9,,,,93150,6080,78.6,602,6855,,,,,,,,,274878,,,,,0.708077,5.3,,,,mmol/L,12.6,4373.46,0,135.18,8.13,0,4051.94,155.54,11.32,15.02,282.04,,1.7,0.93,87.2
L1CXW1,"Álvarez-Amado et al, 2022",Chile,-23.33,-68.164,,Laguna Chaxa,Salar de Atacama,Lake,Inflow,,mg/L,,,,7.92,9.6,,,37500,4.08,,6400,,,37.4,,,,21700,3200,286,508,1900,,,,,,,,,64123,,,-7.1,,0.709825,10,,,,mmol/L,9.6,1057.83,0.05,66.63,3.46,0,943.93,81.86,41.2,12.68,78.17,,2,0.89,6.6
L1D3W1,"Álvarez-Amado et al, 2022",Chile,-23.33,-68.23,,,Salar de Atacama,Underground,Inflow,,mg/L,,,,7.14,5.7,,,154300,2.26,,7100,,,50.2,,,,93000,9600,568,257,4200,,,,,,,,,269077,,,-10.4,,0.708549,9.3,,,,mmol/L,5.7,4352.61,0.03,73.91,4.64,0,4045.41,245.59,81.83,6.41,172.8,,2.4,0.93,7.4
L1K3W1,"Álvarez-Amado et al, 2022",Chile,-22.53,-68.046,,,Salar de Atacama,Stream,Inflow,,mg/L,,13.8,,8.42,2.5,,,137.7,0.24,,298.2,,,3.6,,,,133,23,0.7,60,49.9,,,,,,,,,781,,,-3.3,,0.709231,3.4,,,,mmol/L,2.5,3.88,0,3.1,0.33,0,5.79,0.59,0.1,1.5,2.05,,3.7,1.49,71.3
L1F11W1,"Álvarez-Amado et al, 2022",Chile,-23.95,-67.6,,,Laguna Tuyajito,Stream,Inflow,,mg/L,,27,,8.24,1.3,,,43.9,0.09,,23.6,,,1.3,,,,56,10,0.1,19,6.9,,,,,,,,,237,,,2.8,,0.70881,5.6,,,,mmol/L,1.3,1.24,0,0.25,0.12,0,2.44,0.26,0.01,0.47,0.28,,16.4,1.97,69
L1K1W1,"Álvarez-Amado et al, 2022",Chile,-22.37,-68.014,,,Salar de Atacama,Stream,Inflow,,mg/L,,10.7,,7.92,1.6,,,7.1,0.03,,130.8,,,0.8,,,,50,15,0,40,16.2,,,,,,,,,269,,,0.5,,,11.9,,,,mmol/L,1.6,0.2,0,1.36,0.07,0,2.17,0.38,0,1,0.67,,13.1,10.86,#DIV/0!
L1SPW1,"Álvarez-Amado et al, 2022",Chile,-22.82,-68.199,,,Salar de Atacama,Stream,Inflow,,mg/L,,,,8.61,2.7,,,540,0.89,,277,,,4.9,,,,373,17,1.5,57,32,,,,,,,,,1393,,,-1.6,,0.707686,3.8,,,,mmol/L,2.7,15.23,0.01,2.88,0.45,0,16.23,0.43,0.22,1.42,1.32,,-2.9,1.07,21.3
L1E3W1,"Álvarez-Amado et al, 2022",Chile,-23.52,-67.597,,,Salar de Aguas Calientes 2,Underground,Inflow,,mg/L,,14.1,,7.46,3.1,,,764,0.94,,447,,,3.8,,,,365,54,1,279,78.7,,,,,,,,,2362,,,,,0.70759,4.7,,,,mmol/L,3.1,21.55,0.01,4.65,0.35,0,15.88,1.38,0.14,6.96,3.24,,5.3,0.74,78.7
L1VLW1,"Álvarez-Amado et al, 2022",Chile,-22.87,-68.179,,,Salar de Atacama,Stream,Inflow,,mg/L,,,,8.09,4.2,,,599,1.26,,336,,,8,,,,400,35,3.1,45,57,,,,,,,,,1702,,,-3.8,,0.709377,1.6,,,,mmol/L,4.2,16.9,0.02,3.5,0.74,0,17.4,0.9,0.45,1.12,2.35,,-4.5,1.03,18.4
DE6,"Godfrey & Álvarez-Amado, 2020",Chile,-23.19004528,-68.15081969,,"location is approximate, digitized from map",Salar de Atacama,Lake,Inflow,,mg/L,,,,8.17,,,,9500,2.54,,3000,,,12,,,,5200,505,41,840,570,,,,21.6,,,,,14600,,,-9.2,,0.71171,3.7,,,,mmol/L,2.95,267.98,0.03,31.23,1.11,0,226.2,12.92,5.91,20.96,23.45,,0.1,0.84,13.9
LF7,"Godfrey & Álvarez-Amado, 2020",Chile,-23.28355956,-68.104918,,"location is approximate, digitized from map",Salar de Atacama,Lake,Inflow,,mg/L,,,,8.08,,,,224,0.19,,148,,,10.6,,,,227,23.5,10.1,38.3,11.6,,,,0.5,,,,,660,,,-9.3,,,5.5,,,,mmol/L,5.07,6.32,0,1.54,0.98,0,9.87,0.6,1.46,0.96,0.48,,1.1,1.56,1.1
LF5,"Godfrey & Álvarez-Amado, 2020",Chile,-23.3453997,-68.10327876,,"location is approximate, digitized from map",Salar de Atacama,Lake,Inflow,,mg/L,,,,8.25,,,,519,0.63,,299,,,31.2,,,,568,44.9,1.6,30.9,19.2,,,,0.2,,,,,1490,,,-6.3,,0.70866,6.9,,,,mmol/L,8.28,14.64,0.01,3.11,2.89,0,24.71,1.15,0.23,0.77,0.79,,0.1,1.69,12
ELA,"Godfrey & Álvarez-Amado, 2020",Chile,-23.46606337,-68.08852466,,"location is approximate, digitized from map",Salar de Atacama,Lake,Inflow,,mg/L,,,,7.88,,,,56000,7.7,,6600,,,30.1,,,,31500,520,428,658,2400,,,,6.9,,,,,66540,,,-4.4,,0.70787,5.6,,,,mmol/L,6,1579.69,0.1,68.71,2.78,0,1370.22,13.3,61.66,16.42,98.75,,-1.4,0.87,5.6
